place_id,nama,latitude,longitude,jarak_meter,alamat,google_maps_url,types,photo_name,photo_attribution,foto_tempat_path,foto_jalan_path,foto_path,street_view_status,street_view_pano_id,street_view_date,street_view_heading,street_view_copyright,query_source
ChIJg64VCfH71y0Rj4vI4SLBsZE,Grace Motor,-7.274191500000001,112.75513939999999,414.78,"Jl. Gubeng Kertajaya VII Raya No.49, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60285",https://maps.google.com/?cid=10498384561938402191&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,service motor dekat Kampus B Universitas Airlangga Surabaya
ChIJD7AR5dH71y0RStK78M3ASLw,Union Jaya,-7.275695799999999,112.7559471,467.4,"Jl. Dharmawangsa No.128 005, RT.005/RW.04, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286",https://maps.google.com/?cid=13567305868193288778&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel motor dekat Kampus B Universitas Airlangga Surabaya
ChIJs2nN0NL71y0RmfnGoVOVtiU,Rejeki Motor,-7.273703900000001,112.7623723,475.03,"Jl. Karang Menjangan No.151, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60286",https://maps.google.com/?cid=2717523611593669017&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel motor dekat Kampus B Universitas Airlangga Surabaya
ChIJnStwRAD71y0R26Wj2RN-9xE,Service Mobil Panggilan Surabaya (Syamsudin),-7.2687244999999985,112.7609705,485.67,"Jl. Mojo III, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285",https://maps.google.com/?cid=1294642041613166043&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel mobil dekat Kampus B Universitas Airlangga Surabaya
ChIJd0C1jfP71y0RFAfRy30aJT0,REJEKI MOTOR 1,-7.2686655999999985,112.760934,488.56,"Jl. Karang Menjangan No.55, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285",https://maps.google.com/?cid=4405956938044606228&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel motor dekat Kampus B Universitas Airlangga Surabaya
ChIJ-U9Yyiz61y0ROf75W9n6dxU,Vega Motor,-7.272244,112.763078,523.38,"Jl. Jojoran I No.29 B, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285",https://maps.google.com/?cid=1546980808483012153&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel motor dekat Kampus B Universitas Airlangga Surabaya
ChIJ182EHc771y0RO9epOSw9gDI,UD. Jaya Abadi - Ban Tirezone GT Radial,-7.2762587,112.75586519999999,524.95,"Jl. Dharmawangsa No.136, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286",https://maps.google.com/?cid=3638975759070648123&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"tire_shop, auto_parts_store, car_repair, point_of_interest, service, store, establishment",,,,,,REQUEST_DENIED,,,,,tambal ban dekat Kampus B Universitas Airlangga Surabaya
ChIJQ8A_-dD71y0RerXkrAVV9R4,"""ANUGERAH MOTOR"" Bengkel Sepeda Motor (Prass)",-7.273687,112.75353199999999,554.04,"Gubeng Jaya I No.41, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281",https://maps.google.com/?cid=2230782673295816058&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel motor dekat Kampus B Universitas Airlangga Surabaya
ChIJO9pBG8771y0RQfTnJOC_6Kg,Tiga Berlian Motor,-7.276725000000001,112.75607099999999,559.43,"Jl. Dharmawangsa No.71, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286",https://maps.google.com/?cid=12171188962381526081&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"auto_parts_store, car_repair, point_of_interest, service, store, establishment",,,,,,REQUEST_DENIED,,,,,bengkel motor dekat Kampus B Universitas Airlangga Surabaya
ChIJafnH7jH71y0Re9lbeX8DWFE,Car in Surabaya,-7.2772571,112.75703469999999,577.9,"Jl. Gubeng Kertajaya IX Raya. Kec. Gubeng, Surabaya, Jawa Timur 60286, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60282",https://maps.google.com/?cid=5861438761054493051&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel mobil dekat Kampus B Universitas Airlangga Surabaya
ChIJ1aOQrtL71y0RiTNCIhDIQuQ,Agoes Motor,-7.2754475,112.76251289999999,584.12,"Jl. Raya Menur No.9, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60286",https://maps.google.com/?cid=16447928760730268553&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel motor dekat Kampus B Universitas Airlangga Surabaya
ChIJoTqvrtL71y0R-xgrmSCf47M,Mitra Motor 1,-7.275541,112.7625054,589.92,"Jl. Raya Menur No.11, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60286",https://maps.google.com/?cid=12962379114859927803&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel motor dekat Kampus B Universitas Airlangga Surabaya
ChIJ_xg2Zqj71y0RNWSyFmsOSyA,RIZKY MOTOR,-7.271359899999999,112.752865,610.69,"PQH3+F45, Jl. Gubeng Jaya VIII, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281",https://maps.google.com/?cid=2326969485572072501&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel motor dekat Kampus B Universitas Airlangga Surabaya
ChIJOW_TUN_71y0Rwu87x1Upx6Q,Bengkel Motor Panggilan,-7.2708491,112.75255999999999,654.81,"Jl. Gubeng Jaya IX No.7, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281",https://maps.google.com/?cid=11873504390977155010&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel motor dekat Kampus B Universitas Airlangga Surabaya
ChIJHTcB5Yz71y0RgtPR47YHIBU,KutuMetal Garage,-7.2708491,112.75255999999999,654.81,"Jln Gubeng jaya 9 7, Jl. Gubeng Jaya IX No.7, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281",https://maps.google.com/?cid=1522225156138849154&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel motor dekat Kampus B Universitas Airlangga Surabaya
ChIJ18TkU1n71y0ROJSl8yRsE9Y,Bengkel mobil panggilan terdekat surabaya,-7.2747534,112.7528504,667.03,"Jl. Gub. Kertajaya V Raya No.42B, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60282",https://maps.google.com/?cid=15425792054636418104&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel mobil dekat Kampus B Universitas Airlangga Surabaya
ChIJmeqY5TH71y0R12j5ZHNZydE,Car clinic salon mobil & variasi mobil,-7.2711858000000005,112.7647736,719.69,"Jl. Mojo III No.47, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285",https://maps.google.com/?cid=15116711976395958487&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel mobil dekat Kampus B Universitas Airlangga Surabaya
ChIJ25tYFZ371y0RcXG5kl1felE,Bengkel mobil panggilan surabaya 25 jam #redirediredi,-7.276248300000001,112.7531046,730.08,"Jl. Gubeng Kertajaya V C No.12a, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286",https://maps.google.com/?cid=5871109919729086833&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel mobil dekat Kampus B Universitas Airlangga Surabaya
ChIJPRNx3WT71y0RQAAsO_lQe3E,Bengkel motor GHEPENK,-7.276988799999999,112.76306029999999,743.52,"Jl. Sukodami I No.4, RT.001/RW.11, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285",https://maps.google.com/?cid=8177218579791085632&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel motor dekat Kampus B Universitas Airlangga Surabaya
ChIJA3aITsz71y0RmcsqYpCBEOk,Sumber Jaya,-7.2790088,112.75886009999999,756.89,"Jl. Kertajaya No.192, RT.001/RW.12, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282",https://maps.google.com/?cid=16794065467586825113&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel mobil dekat Kampus B Universitas Airlangga Surabaya
ChIJv5O72QT71y0RnDAwVjh9tCw,"Horas Ban Tip-Top, Tubles, Pres,Nitrogen",-7.278699899999999,112.75600419999999,764.74,"Jl. Dharmawangsa No.97, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282",https://maps.google.com/?cid=3221337314394386588&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,tambal ban dekat Kampus B Universitas Airlangga Surabaya
ChIJ0_fQbH_71y0RDi5XuuGcanw,Tambal ban panggilan pak ronald 24 jam,-7.2787086,112.75602789999999,764.78,"Jl. Dharmawangsa No.97, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282",https://maps.google.com/?cid=8965150501542243854&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,tambal ban dekat Kampus B Universitas Airlangga Surabaya
ChIJU6FS9if51y0RY4tGC48ZEqM,Bengkel Tambal Ban Motor dan Mobil Tubless,-7.2787692,112.7559965,772.28,"samping Bengkel Resmi Yamaha perempatan Lampu, Jl. Dharmawangsa, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 62630",https://maps.google.com/?cid=11750482479923235683&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,tambal ban dekat Kampus B Universitas Airlangga Surabaya
ChIJR7AIKM371y0RqJpy1kdo3mw,SKIP MOTOR,-7.278213,112.76195089999999,776.55,"Jl. Raya Menur No.34, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286",https://maps.google.com/?cid=7844822258675784360&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel mobil dekat Kampus B Universitas Airlangga Surabaya
ChIJK7qnVwD71y0Rj-9BWSbmfkA,Bengkel Mobil Tegar,-7.270123900000001,112.7510238,839.29,"jl nias, Jl. Lingga belakang, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281",https://maps.google.com/?cid=4647404917873569679&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel mobil dekat Kampus B Universitas Airlangga Surabaya
ChIJzZDnMBL71y0Rf2KgSO_8mwU,"Bengkel CAK NONO (body repair, las dodok & Duco )",-7.268622799999999,112.7514721,856.07,"Jl. Nias No.10, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281",https://maps.google.com/?cid=404194696225645183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel mobil dekat Kampus B Universitas Airlangga Surabaya
ChIJ889eEjW9uYkRug8AxBkkv1k,Mulya Sejati Bengkel 24 Jam surabaya,-7.279932199999999,112.75908679999999,861.36,"Jl. Gubeng Kertajaya X-b, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282",https://maps.google.com/?cid=6466927283008442298&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel mobil dekat Kampus B Universitas Airlangga Surabaya
ChIJa7KHUB771y0RQytaAJBvqDI,Tambal Ban Jl. Kalimantan,-7.2715884,112.75052869999999,863.7,"Jl. Biliton No.7, RT.002/RW.07, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281",https://maps.google.com/?cid=3650290162255670083&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,tambal ban dekat Kampus B Universitas Airlangga Surabaya
ChIJWwYm-3L71y0RQ0tiv5IPFBM,Bengkel Panggilan 24 Jam Mitra Mulya Sejati,-7.2796194,112.7609141,870.43,"Jl. Gubeng Kertajaya XII A No.20, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282",https://maps.google.com/?cid=1374740909205375811&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"auto_parts_store, car_repair, supplier, store, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel mobil dekat Kampus B Universitas Airlangga Surabaya
ChIJ_TZQKNj71y0RbcGf4eYN3r4,Nitrogen Tambal Ban Tubles,-7.268557599999999,112.7508886,916.66,"PQJ2+H9C, Jalan Raya, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281",https://maps.google.com/?cid=13753445597315055981&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"point_of_interest, establishment",,,,,,REQUEST_DENIED,,,,,tambal ban dekat Kampus B Universitas Airlangga Surabaya
ChIJU0jBXN_71y0R9WITKkyubHk,Tambal Ban Tubeless,-7.2660374999999995,112.763849,918.2,"Jl. Prof. DR. Moestopo No.22, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285",https://maps.google.com/?cid=8749559818220692213&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,tambal ban dekat Kampus B Universitas Airlangga Surabaya
ChIJpaeImS361y0RVCxXXbAOS3U,Asep Motor,-7.2747755000000005,112.7665153,946.12,"Jl. Jojoran III No.107, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285",https://maps.google.com/?cid=8451865276333894740&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel motor dekat Kampus B Universitas Airlangga Surabaya
ChIJ6etKllP71y0RbJLrkSfTAo4,Tambal Ban Kertajaya Sebelum Terowongan,-7.2772733,112.75116899999999,969.47,"Jl. Raya Gubeng Jl. Kertajaya No.15 7C No, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282",https://maps.google.com/?cid=10232973470244508268&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,tambal ban dekat Kampus B Universitas Airlangga Surabaya
ChIJ7eno9c_71y0RWl355ekECek,Platina Motor,-7.277724999999999,112.751013,1013.07,"Jl. Kertajaya No.16, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282",https://maps.google.com/?cid=16791958088259820890&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"auto_parts_store, car_repair, point_of_interest, service, store, establishment",,,,,,REQUEST_DENIED,,,,,bengkel motor dekat Kampus B Universitas Airlangga Surabaya
ChIJYyZ3An351y0RsdGv8000JCI,"Tambal Ban Reo Rio ""Sepeda Motor""",-7.263927,112.7534048,1070.63,"Jl. Tapak Siring No.32, RT.004/RW.08, Pacar Keling, Kec. Tambaksari, Surabaya, Jawa Timur 60131",https://maps.google.com/?cid=2460148805856645553&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,tambal ban dekat Kampus B Universitas Airlangga Surabaya
ChIJ887bRkb71y0RafbPFawZ05E,Tambal Ban Pak Muchid,-7.2665419,112.766651,1113.87,"Jl. Dharmahusada No.50, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285",https://maps.google.com/?cid=10507770582476519017&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,tambal ban dekat Kampus B Universitas Airlangga Surabaya
ChIJK-wJL3_51y0R0b4lFWIC9sg,Vitana 58 Motor,-7.261500799999999,112.76047489999999,1215.33,"Jl. Kedung Tarukan No.58, Pacar Kembang, Kec. Tambaksari, Surabaya, Jawa Timur 60285",https://maps.google.com/?cid=14480764272141254353&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel motor dekat Kampus B Universitas Airlangga Surabaya
ChIJ14St7CL71y0RNUs40FDDb_w,Tambal ban Pc,-7.2830243999999995,112.75558210000001,1238.9,"Jl. Pucang Adi, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282",https://maps.google.com/?cid=18189972171830872885&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,tambal ban dekat Kampus B Universitas Airlangga Surabaya
ChIJIR21yMv71y0RZi4nxoUehYM,Bengkel Mobil Otorey'n Friend,-7.2833803,112.7580449,1241.15,"No Jl. Pucang Adi No.98, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282",https://maps.google.com/?cid=9477014550775017062&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel mobil dekat Kampus B Universitas Airlangga Surabaya
ChIJL52VMMv71y0RNe2qyrHe5VI,GAMA MOTOR,-7.2827272,112.7622135,1244.07,"Jl. Raya Menur No.93B, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116",https://maps.google.com/?cid=5973425335967608117&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel motor dekat Kampus B Universitas Airlangga Surabaya
ChIJfWaHOmP71y0R0DLUwWbB7x4,Bengkel Mobil Bakek Songkang,-7.2599876,112.7551786,1404.19,"Jl. Prambanan No.14, Pacar Keling, Kec. Tambaksari, Surabaya, Jawa Timur 60243",https://maps.google.com/?cid=2229212987654419152&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel mobil dekat Kampus B Universitas Airlangga Surabaya
